split,image,width,height,n_objects
train,00000_00002_00000_png.rf.3f5868e97a26b188b4d3ce823c6e9c2f.jpg,416,416,1
train,00000_00002_00001_png.rf.3cef739224527428e387081193bd420b.jpg,416,416,1
train,00000_00002_00001_png.rf.b3a05eda45b885ae1a472c7547721760.jpg,416,416,1
train,00000_00002_00002_png.rf.02a1b30e881b936472e3872b5e7cf3b0.jpg,416,416,1
train,00000_00002_00002_png.rf.2df6f5515035d2e03ba24ec9e622753a.jpg,416,416,1
train,00000_00002_00003_png.rf.98523532781dd4a1df08bbddeef993ad.jpg,416,416,1
train,00000_00002_00003_png.rf.dbd1e2336ba48e0575fb5b91b48e6af8.jpg,416,416,1
train,00000_00002_00004_png.rf.42fa00c6a4d5575600e9de72a47bb7a4.jpg,416,416,1
train,00000_00002_00004_png.rf.a628aaae48b8d9635585e79879bd2788.jpg,416,416,1
train,00000_00002_00005_png.rf.4a27eb57929561fce8d7295d6e5a02d4.jpg,416,416,1
train,00000_00002_00006_png.rf.5cf10a07acd232b133e564cc9f0b058b.jpg,416,416,1
train,00000_00002_00007_png.rf.1aa78e1f6b90b4f728923436ac7324b4.jpg,416,416,1
train,00000_00002_00008_png.rf.1794fa822dd0926bee9446dc12d24f38.jpg,416,416,1
train,00000_00002_00008_png.rf.198c9ca7755e89e7b6429415fe9c581f.jpg,416,416,1
train,00000_00002_00009_png.rf.1791417a0526f1d501f6df30c39ebdfb.jpg,416,416,1
train,00000_00002_00010_png.rf.a435ef2632ed967a8ddd8a9d54e20a9a.jpg,416,416,1
train,00000_00002_00011_png.rf.b751c001fad8146d8438da773a7c50f9.jpg,416,416,1
train,00000_00002_00012_png.rf.5e7ff343bd7727e1efb2a4e3f65cc053.jpg,416,416,1
train,00000_00002_00013_png.rf.9aeaea7d89bf1f404b6c9adc824155c0.jpg,416,416,1
train,00000_00002_00016_png.rf.0ad91e06407222bf20b71d50e1ec51bf.jpg,416,416,1
train,00000_00002_00017_png.rf.b68229db847beb7d1f8c1d9d206104f1.jpg,416,416,1
train,00000_00002_00017_png.rf.b95d78da1267944d501b522c399e69a9.jpg,416,416,1
train,00000_00002_00018_png.rf.5e432f1d7721860ccdfbd24431694567.jpg,416,416,1
train,00000_00002_00018_png.rf.b0b0b8160ad791991ad48d6d1ea568ac.jpg,416,416,1
train,00000_00002_00019_png.rf.8535389e81ac13ab6a232dc9ddd7c3e7.jpg,416,416,1
train,00000_00002_00020_png.rf.c8fd6279beeea88ec27baab1c1684474.jpg,416,416,1
train,00000_00002_00021_png.rf.e091926e5287dde5656c5d9fdbc7138f.jpg,416,416,1
train,00000_00002_00022_png.rf.c34d7fa89ba4b6400e3951361be150ec.jpg,416,416,1
train,00000_00002_00023_png.rf.529482ea46b7a9e8625b00f20f864fe3.jpg,416,416,1
train,00000_00002_00024_png.rf.b42d84403ed831db575902a03c7f2923.jpg,416,416,1
train,00000_00002_00025_png.rf.a12d0ba89413e6422052d8023244e123.jpg,416,416,1
train,00000_00002_00026_png.rf.df51aac9e6ceadae571e3553c2e065e4.jpg,416,416,1
train,00000_00002_00027_png.rf.59a3430be3037a44f85a0dc3e98a55dc.jpg,416,416,1
train,00000_00002_00028_png.rf.46fb61df789e49562e8b018bc70e6a27.jpg,416,416,1
train,00000_00002_00028_png.rf.cf9d9a34646bf5cbef7d684ee1af1d08.jpg,416,416,1
train,00000_00002_00029_png.rf.7ec94a158ee1feea20c42c72468732e7.jpg,416,416,1
train,00000_00003_00000_png.rf.6a1f7d2cea1e95898e98a0596ed1628d.jpg,416,416,1
train,00000_00003_00001_png.rf.f6d40c4ed9d7fc7c24197638b21769ff.jpg,416,416,1
train,00000_00003_00003_png.rf.23f4588f49267b1b5af36cdf973a411a.jpg,416,416,1
train,00000_00003_00004_png.rf.2556a68a27fd1b8b346f69ea52911e2a.jpg,416,416,1
train,00000_00003_00006_png.rf.38d6183fe6626d3e60c1423c1377b30a.jpg,416,416,1
train,00000_00003_00006_png.rf.822608a933233ba0da02eaae87781f8f.jpg,416,416,1
train,00000_00003_00007_png.rf.b2a548760d5e86d70a07c511eeee2350.jpg,416,416,1
train,00000_00003_00008_png.rf.96db6739a3afe154f9ddc2bb2e42c9b8.jpg,416,416,1
train,00000_00003_00009_png.rf.4838c28fcbe2e0ad660fd81f2393da4d.jpg,416,416,1
train,00000_00003_00009_png.rf.e8576766b4d4c65a200a025161204757.jpg,416,416,1
train,00000_00003_00010_png.rf.c7a06461f0936164503f600f3c297959.jpg,416,416,1
train,00000_00003_00013_png.rf.aff1b057b58d187a86e365fdfcb1c0d1.jpg,416,416,1
train,00000_00003_00014_png.rf.4fcf13c5a5df6c7c076fce58df800ac0.jpg,416,416,1
train,00000_00003_00014_png.rf.9c8f2d4be56d827336feec338dde87e0.jpg,416,416,1
train,00000_00003_00015_png.rf.ee155a4b3ea3714208fd0c3f8d943174.jpg,416,416,1
train,00000_00003_00016_png.rf.c5873695fb1c3cc22a475cb283a05851.jpg,416,416,1
train,00000_00003_00018_png.rf.02547097e5524316f514ec952ca094c7.jpg,416,416,1
train,00000_00003_00020_png.rf.6ce5a9975fc3533b8ab87b7e7c05c668.jpg,416,416,1
train,00000_00003_00021_png.rf.255e9671cf2a934f38e44be8767915d7.jpg,416,416,1
train,00000_00003_00022_png.rf.878215bfc37df7439869c7685f30c837.jpg,416,416,1
train,00000_00003_00023_png.rf.29638346d37dc1201a79096cd4893780.jpg,416,416,1
train,00000_00003_00023_png.rf.d380a41c490b666ce4bee8990368a1fd.jpg,416,416,1
train,00000_00003_00024_png.rf.08957035e670072dbb22d8f9905e9b84.jpg,416,416,1
train,00000_00003_00025_png.rf.11e558fae394d310693ee9223b8962ca.jpg,416,416,1
train,00000_00003_00026_png.rf.1f6b33373353f896f2c2025ffd264e51.jpg,416,416,1
train,00000_00003_00026_png.rf.a3b6c2dcd4ee9a8064667b7bb266590b.jpg,416,416,1
train,00000_00003_00027_png.rf.c1381ed46ee0d7e21877ea3d7ef86127.jpg,416,416,1
train,00000_00003_00029_png.rf.8e24d2606537779612888c6a06c7043d.jpg,416,416,1
train,00000_00004_00000_png.rf.45dccdbf08ed12f25d7742d8bf88c102.jpg,416,416,1
train,00000_00004_00001_png.rf.557d3494b3e633e29069a6f42918334e.jpg,416,416,1
train,00000_00004_00002_png.rf.3e3e95e1ba16cac885d3de7864a40fb4.jpg,416,416,1
train,00000_00004_00003_png.rf.9c6ba4d0186eec82a26bddc9a1204efb.jpg,416,416,1
train,00000_00004_00003_png.rf.a8220aafd1a7f7bba4391bd0a10cdd2f.jpg,416,416,1
train,00000_00004_00004_png.rf.d4f5ee50324659a47ec7ae664f8ce3a6.jpg,416,416,1
train,00000_00004_00005_png.rf.55e0ec09c7c892e631d9197011a8ad27.jpg,416,416,1
train,00000_00004_00006_png.rf.da366faadf7731d50e66efd84b21603d.jpg,416,416,1
train,00000_00004_00007_png.rf.f744cfc8a356e487f01a3bb8a4811faf.jpg,416,416,1
train,00000_00004_00008_png.rf.a1b3fa49377e1b891a672b08c3b9dd46.jpg,416,416,1
train,00000_00004_00009_png.rf.6a03d806047caed49e6cb42e9d38b1c5.jpg,416,416,1
train,00000_00004_00009_png.rf.a42aea6ddf4fbbe97895c91fc7a803bf.jpg,416,416,1
train,00000_00004_00010_png.rf.10933ed7cc67a259b214117c6e134a35.jpg,416,416,1
train,00000_00004_00011_png.rf.2a4d495dca500a33034661bfb2be18f0.jpg,416,416,1
train,00000_00004_00011_png.rf.bafd7aa08ccbca5d6a09028dd395a69f.jpg,416,416,1
train,00000_00004_00012_png.rf.92622c0f045f6784209bb0676912894e.jpg,416,416,1
train,00000_00004_00013_png.rf.41f0883b7cb79e68caa5668562ddfbe5.jpg,416,416,1
train,00000_00004_00013_png.rf.88a7d710b3937bed29c64f8fbcda7138.jpg,416,416,1
train,00000_00004_00014_png.rf.47ce94569d62f9ee40d8149d2b605c1f.jpg,416,416,1
train,00000_00004_00015_png.rf.72ebe95796a549aeb6df45f9ff8ce24e.jpg,416,416,1
train,00000_00004_00016_png.rf.02c5d846b3aa46c4b32e40d6fab3efa0.jpg,416,416,1
train,00000_00004_00016_png.rf.5b97d5ed16036366ca0504b06c27cc60.jpg,416,416,1
train,00000_00004_00017_png.rf.392211cb3d0a90a0ec9b79775f905d83.jpg,416,416,1
train,00000_00004_00018_png.rf.0a139d4b32a832cfbb3b1525650e6222.jpg,416,416,1
train,00000_00004_00019_png.rf.e587d94b21592a7cce2cdba1b9e0c2b8.jpg,416,416,1
train,00000_00004_00020_png.rf.c2d9143b5c1320a6fd8bce1d4f5746b1.jpg,416,416,1
train,00000_00004_00021_png.rf.1707818e776c93ea5361e3a6fd7f94b5.jpg,416,416,1
train,00000_00004_00022_png.rf.8643d15e0396d301a24cecab007e5bd8.jpg,416,416,1
train,00000_00004_00024_png.rf.264b01f26fd6e6c7efbc63670de2858d.jpg,416,416,1
train,00000_00004_00025_png.rf.1e4c5168d9aa20120a02e038b9016a75.jpg,416,416,1
train,00000_00004_00026_png.rf.f48b2656da811a0ce8014b941ca38710.jpg,416,416,1
train,00000_00004_00027_png.rf.52e0a6e1765ce7e0422a9205bddd38fe.jpg,416,416,1
train,00000_00004_00028_png.rf.11c595ddd0a992239531f2fe5592cd2d.jpg,416,416,1
train,00000_00004_00028_png.rf.68f5b6b3c8d2aefe28d872ff0e034656.jpg,416,416,1
train,00000_00004_00029_png.rf.a12b38a4c9b96b72a10aa337d2acd1a0.jpg,416,416,1
train,00000_00004_00029_png.rf.c2c6e0ed115bf3c04105f2885023dd42.jpg,416,416,1
train,00000_00005_00000_png.rf.8169697531fc6883b15ae564024d3677.jpg,416,416,1
train,00000_00005_00001_png.rf.d57d527b8501230c37afe70d4b90ec62.jpg,416,416,1
train,00000_00005_00002_png.rf.12521c166f3ca192f74ef5a18e5aa2cd.jpg,416,416,1
train,00000_00005_00002_png.rf.e3e4383cf470f54b50c2277d989a3a62.jpg,416,416,1
train,00000_00005_00003_png.rf.dcba29d2ca81edbe6fd250aaa873741e.jpg,416,416,1
train,00000_00005_00005_png.rf.0a09fb0a87fc6c72787e58702ae83b64.jpg,416,416,1
train,00000_00005_00005_png.rf.4fb521343876a9353da00c1913361f9e.jpg,416,416,1
train,00000_00005_00006_png.rf.92899fc56d6323c27ac7b1521df4c60a.jpg,416,416,1
train,00000_00005_00007_png.rf.e1dca611e01585d67ad5a332f541fae4.jpg,416,416,1
train,00000_00005_00008_png.rf.88f87aae4782fac445e26fb0d8b67315.jpg,416,416,1
train,00000_00005_00008_png.rf.e780babee181db061ef09cbc466fa715.jpg,416,416,1
train,00000_00005_00010_png.rf.00b7dad32993f94b442354dc03c22237.jpg,416,416,1
train,00000_00005_00010_png.rf.be234de283e4e09baa3cc2df36ea58ba.jpg,416,416,1
train,00000_00005_00011_png.rf.4d19637de6d9dad7b58d4f3fcc06fcc1.jpg,416,416,1
train,00000_00005_00011_png.rf.8d30ff48abb3db0aecaf973925d88955.jpg,416,416,1
train,00000_00005_00012_png.rf.d9ffe62ed14bd915ef16407153756cbf.jpg,416,416,1
train,00000_00005_00012_png.rf.dbbcfb885043cce067b6909b5622f7ac.jpg,416,416,1
train,00000_00005_00013_png.rf.6c2df004ce1e925a6236535800694b9b.jpg,416,416,1
train,00000_00005_00013_png.rf.df7aa74dd1d69d5cefa72d367a3dc633.jpg,416,416,1
train,00000_00005_00014_png.rf.d5d5b60ba9939edb55b33b15a91f5686.jpg,416,416,1
train,00000_00005_00014_png.rf.f887a3fa1e4bc2b0c2f0271ddd654568.jpg,416,416,1
train,00000_00005_00015_png.rf.34697b625385089f3009533707276cbe.jpg,416,416,1
train,00000_00005_00017_png.rf.9228652e586527453935747b7227e616.jpg,416,416,1
train,00000_00005_00018_png.rf.553537bd486f5882d4276c7b9153b7ae.jpg,416,416,1
train,00000_00005_00019_png.rf.c6cb63efec34d062edf249d865e6aa53.jpg,416,416,1
train,00000_00005_00020_png.rf.092b9915b0bde1f22a94eae4de18ae82.jpg,416,416,1
train,00000_00005_00021_png.rf.d7e7a4031af7a1e4cdb28437d244d22d.jpg,416,416,1
train,00000_00005_00022_png.rf.0423a5dc52cc1a9c970cb48172ac1237.jpg,416,416,1
train,00000_00005_00023_png.rf.28d029f2b9b48ed768477a9713c16d9a.jpg,416,416,1
train,00000_00005_00023_png.rf.74795ecddef7f6b1ac941bff8b8d3511.jpg,416,416,1
train,00000_00005_00024_png.rf.01215360add557687af5e1ddbab41c0e.jpg,416,416,1
train,00000_00005_00024_png.rf.b56d2e2ac839b60074b8501aad354f42.jpg,416,416,1
train,00000_00005_00026_png.rf.dbfd23b489e21b98b48a8b57e33f6130.jpg,416,416,1
train,00000_00005_00028_png.rf.6995b0d4dd5eaa52e1d83d0d39bb5208.jpg,416,416,1
train,00000_00005_00028_png.rf.951ac8d13cac60978fd39e97958e71af.jpg,416,416,1
train,00000_00005_00029_png.rf.770df2f66a1062386f026c100dbb6d78.jpg,416,416,1
train,00000_00006_00000_png.rf.d8c6d0df63c6ae0bb121c589c499c479.jpg,416,416,1
train,00000_00006_00001_png.rf.54349aff64ad744bbbc9eabce77f0942.jpg,416,416,1
train,00000_00006_00001_png.rf.672db333310c122e896e20d11c8932a8.jpg,416,416,1
train,00000_00006_00002_png.rf.3178351e5c2687e53fde040b1e6c72db.jpg,416,416,1
train,00000_00006_00003_png.rf.81331f00fcfaf6da5ae24e98449d210c.jpg,416,416,1
train,00000_00006_00005_png.rf.45551b3671fdeff44cb45caf378c4727.jpg,416,416,1
train,00000_00006_00006_png.rf.903d0be6d4f1d37a71a42c06507106d8.jpg,416,416,1
train,00000_00006_00007_png.rf.2736c6116decb9705273e17a79bc6ddb.jpg,416,416,1
train,00000_00006_00007_png.rf.acaa5ad9bdbcaf500c8a634deec0b3a3.jpg,416,416,1
train,00000_00006_00008_png.rf.35de8cd8fcafd9864e9b7a4c74e5f732.jpg,416,416,1
train,00000_00006_00010_png.rf.60984759507a574dc4799fa68be81c02.jpg,416,416,1
train,00000_00006_00011_png.rf.0545885ce3bfb4fec00cf7015b9ed875.jpg,416,416,1
train,00000_00006_00011_png.rf.ab128994f646be8aea5739b00c869fb8.jpg,416,416,1
train,00000_00006_00012_png.rf.392cab452e5c2111d48dd2d47441a7f6.jpg,416,416,1
train,00000_00006_00013_png.rf.bbf0644de9f8f0a3b4e2b436845a601e.jpg,416,416,1
train,00000_00006_00013_png.rf.ecd78a34132520560867720fa2638cd3.jpg,416,416,1
train,00000_00006_00015_png.rf.50d65faaa317210fb2628b8ef7f86439.jpg,416,416,1
train,00000_00006_00015_png.rf.7c659bf41bd775eb13a518c932c58e1f.jpg,416,416,1
train,00000_00006_00016_png.rf.dcab7d3350330769ad6749621f52afbc.jpg,416,416,1
train,00000_00006_00016_png.rf.e4495be8bf85f1e9ebde06005458cc83.jpg,416,416,1
train,00000_00006_00017_png.rf.f0718ec7989754f2112741480fd5acf8.jpg,416,416,1
train,00000_00006_00018_png.rf.30817756d050760afc2e8eb14f3899e9.jpg,416,416,1
train,00000_00006_00019_png.rf.091099bbce488ddcbec8f64fd092771f.jpg,416,416,1
train,00000_00006_00019_png.rf.42dba054e619d0d263ff8fafb9e985ce.jpg,416,416,1
train,00000_00006_00020_png.rf.25a84e2aaea6036f8975932f8470d4e1.jpg,416,416,1
train,00000_00006_00020_png.rf.7f47ac45a6379c909e282aa0328b54d4.jpg,416,416,1
train,00000_00006_00024_png.rf.823621ffcedb3bb68a75948583a7385b.jpg,416,416,1
train,00000_00006_00025_png.rf.c0c5e107ebeb332acb97532843a1138f.jpg,416,416,1
train,00000_00006_00026_png.rf.70e1ee0bc02547c51e09bbec75a9e87d.jpg,416,416,1
train,00000_00006_00027_png.rf.1e42aba77380008fc9e29583abe89e5f.jpg,416,416,1
train,00000_00006_00028_png.rf.24160de106c4e5a21e365e4124bb5985.jpg,416,416,1
train,00000_00006_00029_png.rf.49f3b5a3506f949c750fe3fb68ddb0e1.jpg,416,416,1
train,000010_jpg.rf.280eb2d57ed2f197721d34f6ca6c533e.jpg,416,416,1
train,000014_jpg.rf.5f2c12d0dff41fd6105dc41dd6abafb3.jpg,416,416,1
train,000017_jpg.rf.ff6f0f469c80ff725af7fea54738259e.jpg,416,416,1
train,000018_jpg.rf.bf9f2baec02fabe1aa0cb7cb5eeed251.jpg,416,416,1
train,000019_jpg.rf.84ec9398551cd1995c3065bb4125823e.jpg,416,416,1
train,00001_00003_00029_png.rf.68a90374eb7480ab395ffa440cb9766a.jpg,416,416,1
train,00001_00004_00000_png.rf.678dabff663fa7b469742734318ebd86.jpg,416,416,1
train,00001_00004_00001_png.rf.8a6420a563f276a6dad4fa70fdbb9b2d.jpg,416,416,1
train,00001_00004_00014_png.rf.a8b6d9d6b5b34320f427f40bc6417809.jpg,416,416,1
train,00001_00004_00026_png.rf.a6ed88a1c0a4fdfcb67a7c4e9672d471.jpg,416,416,1
train,00001_00005_00010_png.rf.0cf45bece027db768496e212e828eeea.jpg,416,416,1
train,00001_00005_00021_png.rf.7acd8d953f90764755d1b20945cdb0b9.jpg,416,416,1
train,00001_00008_00001_png.rf.7304dcbec18d035a1045825d9543feb4.jpg,416,416,1
train,00001_00008_00002_png.rf.1d3f8acccceae53974c4b86e5fe3538f.jpg,416,416,1
train,00001_00008_00012_png.rf.a42a244239e60e336c8b46fb4d32e295.jpg,416,416,1
train,00001_00008_00013_png.rf.2215203c6f9c54fe1deaa52f3ee320b4.jpg,416,416,1
train,00001_00008_00023_png.rf.4a788b28ba8b35ec00d98d5153c3dcf6.jpg,416,416,1
train,00001_00009_00005_png.rf.06448d847b06e1a7863a355b517e6522.jpg,416,416,1
train,00001_00009_00006_png.rf.a2d311d74e4c60b574711f7c11d379c6.jpg,416,416,1
train,00001_00009_00009_png.rf.ceb5d7b1f08abeaa8bd1f1dbbfe5fa01.jpg,416,416,1
train,00001_00009_00018_png.rf.dfa6e1c02e341099437aad7e6833ae88.jpg,416,416,1
train,00001_00009_00029_png.rf.fa541f8b39451e6683ad08d198052c4a.jpg,416,416,1
train,00001_00010_00005_png.rf.dc89b7b15d4d7b263af681cb0b226aab.jpg,416,416,1
train,00001_00010_00006_png.rf.8af0abc8e7a73be3096571f63fe4eaf2.jpg,416,416,1
train,00001_00010_00007_png.rf.a5d499b76473c0908b25771ec50535c7.jpg,416,416,1
train,00001_00010_00008_png.rf.d890e6b436f9e9510bf2a1cf15c8e438.jpg,416,416,1
train,00001_00010_00009_png.rf.8c3985860d7f4edba57dd7564b95b69e.jpg,416,416,1
train,00001_00011_00005_png.rf.6d42d68e281dbf51ef14b97766e2c25c.jpg,416,416,1
train,00001_00011_00008_png.rf.8ce712167400383c4c42928b5e1d0af0.jpg,416,416,1
train,00001_00011_00009_png.rf.046f6fc6d059c6bd49155f7a2e4ef1f5.jpg,416,416,1
train,00001_00011_00017_png.rf.ce4c844afe91a444485149c9b2aad912.jpg,416,416,1
train,00001_00012_00016_png.rf.ccffb643fa4d5838e98d47687f5da242.jpg,416,416,1
train,00001_00013_00009_png.rf.d0e61e8d0058ce22918c2ed6111aebac.jpg,416,416,1
train,00001_00013_00024_png.rf.6b16d0e40154c5acb30850b862dd71ef.jpg,416,416,1
train,00001_00014_00014_png.rf.9a4c5136a6904e3875eb29735c42df2a.jpg,416,416,1
train,00001_00015_00018_png.rf.91de5b409e730f6a4ab5b9bdca2c30e6.jpg,416,416,1
train,00001_00017_00007_png.rf.71bf600cff50c681d369d3da1f1796b5.jpg,416,416,1
train,00001_00017_00013_png.rf.06c2ba441c076cd4c8a24ea08beb7a45.jpg,416,416,1
train,00001_00017_00016_png.rf.72fa81feb2139b1c13a0f8cf438b4237.jpg,416,416,1
train,00001_00017_00023_png.rf.7661bd1907cc49bd331601c63214b9c7.jpg,416,416,1
train,00001_00018_00009_png.rf.bf61631e96c5157a6f3e46fb866bbab5.jpg,416,416,1
train,00001_00019_00004_png.rf.f0b9b1205de5c729e900f229e0f7b46c.jpg,416,416,1
train,00001_00019_00005_png.rf.68745880b3310c5923aace17d413c45e.jpg,416,416,1
train,00001_00019_00007_png.rf.5e23982eae04be253395a33d7b66b3ec.jpg,416,416,1
train,00001_00019_00015_png.rf.946077846daa046fec115527b0587f68.jpg,416,416,1
train,00001_00020_00000_png.rf.0d5fa56d60b4ce1b5212577af536a773.jpg,416,416,1
train,00001_00020_00013_png.rf.bd59034a4631a6045f6acaca947b6061.jpg,416,416,1
train,00001_00021_00009_png.rf.e7cc4bfb062c1e39b6d17d2b36f13a51.jpg,416,416,1
